"","土地面積","建物面積","屋齡","房屋樓層","車位數目","有無管理","時間序列","單價萬_坪","lon","lat","road.name","price.level","X"
"1239",13.37,15.908475,23,"16",1,1,1,163434.710743802,120.977525,24.816353,"新竹市新竹巿田美三街48巷1~30號","15~20W",1
"1261",26.68,43.79595,2,"11",1,1,1,123517.355371901,120.939528,24.797166,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",2
"1264",29.13,48.396975,2,"11",1,1,1,121494.214876033,120.939489,24.797202,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",3
"1280",11.08,34.209725,20,"12",0,1,1,105233.05785124,120.959893,24.797101,"新竹市新竹巿中華路三段121~150號","10~15W",4
"1308",38.96,97.03595,4,"14",1,1,1,252482.644628099,120.969306,24.810032,"新竹市新竹巿北大路91~120號",">25W",5
"1344",27.95,49.852,2,"11",2,1,1,129173.553719008,120.939281,24.797392,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",6
"1345",26.68,43.79595,2,"11",1,1,1,113702.479338843,120.93934,24.797338,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",7
"1346",28.88,47.186975,2,"11",1,1,1,129907.438016529,120.939479,24.797211,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",8
"1347",28.71,46.321825,2,"11",1,1,1,125428.099173554,120.939499,24.797202,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",9
"1348",26.85,44.20735,2,"11",1,1,1,128023.140495868,120.939281,24.797392,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",10
"1349",35.8,57.211825,2,"11",1,1,1,121123.966942149,120.939558,24.797139,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",11
"1360",18.83,54.11725,6,"15",1,1,1,129348.760330579,120.951733,24.799076,"新竹市新竹巿牛埔東路1~30號","10~15W",12
"1408",26.9,29.55425,NA,"11",0,1,1,39249.5867768595,120.919312,24.719609,"新竹市新竹巿中華路六段799巷8弄1~30號","<10W",13
"1409",8.04,21.631775,16,"22",0,1,1,152552.066115702,120.967334,24.821805,"新竹市新竹巿武陵路175巷1~30號","15~20W",14
"1417",5.64,18.800375,25,"12",0,0,1,691474.380165289,120.967676,24.800931,"新竹市林森路61~90號",">25W",15
"1418",14.49,43.575125,7,"13",1,1,1,174423.140495868,120.953463,24.799853,"新竹市新竹巿經國路三段1~30號","15~20W",16
"1419",25.44,27.83605,NA,"11",0,0,1,55682.6446280992,120.919174,24.719736,"新竹市新竹巿中華路六段799巷8弄1~30號","<10W",17
"1426",13.26,67.654125,20,"22",1,1,1,174416.52892562,120.989318,24.799914,"新竹市新竹巿綠水里光復路二段301~330號","15~20W",18
"1440",10.25,21.244575,16,"21",0,0,1,169454.545454545,120.968907,24.8213,"新竹市新竹巿武陵路175巷1~30號","15~20W",19
"1442",14.64,56.068375,2,"20",1,1,1,272525.619834711,120.97364,24.80495,"新竹市新竹巿東門街34巷1~30號",">25W",20
"1443",31.71,83.480925,2,"21",2,1,1,213223.140495868,121.015844,24.792248,"新竹市新竹巿慈濟路241~270號","20~25W",21
"1444",20.99,41.7934,1,"14",0,1,1,196680.991735537,121.011789,24.789161,"新竹市新竹巿光復路一段544巷121~150號","15~20W",22
"1445",20.99,41.7934,1,"14",0,1,1,206971.900826446,121.011868,24.789097,"新竹市新竹巿光復路一段544巷121~150號","20~25W",23
"1446",20.64,41.705675,1,"14",0,1,1,206208.26446281,121.011987,24.78898,"新竹市新竹巿光復路一段544巷91~120號","20~25W",24
"1447",20.99,41.7934,1,"14",0,1,1,208165.289256198,121.011769,24.789179,"新竹市新竹巿光復路一段544巷121~150號","20~25W",25
"1448",20.64,41.705675,1,"14",0,1,1,187024.79338843,121.012095,24.78889,"新竹市新竹巿光復路一段544巷91~120號","15~20W",26
"1449",20.64,41.705675,1,"14",0,1,1,194218.181818182,121.011908,24.789052,"新竹市新竹巿光復路一段544巷91~120號","15~20W",27
"1450",20.99,41.7934,1,"14",0,1,1,212952.066115702,121.012056,24.788917,"新竹市新竹巿光復路一段544巷121~150號","20~25W",28
"1451",14.66,49.050375,13,"14",0,1,1,203871.074380165,120.978961,24.802919,"新竹市新竹巿公園路271~300號","20~25W",29
"1452",20.64,41.705675,1,"14",0,1,1,208604.958677686,121.012006,24.788962,"新竹市新竹巿光復路一段544巷91~120號","20~25W",30
"1453",20.64,41.705675,1,"14",0,1,1,206208.26446281,121.012026,24.788944,"新竹市新竹巿光復路一段544巷91~120號","20~25W",31
"1454",22.74,45.8106,1,"14",0,1,1,189256.198347107,121.011759,24.789188,"新竹市新竹巿光復路一段544巷91~120號","15~20W",32
"1455",22.74,45.892275,1,"14",0,1,1,217900.826446281,121.012115,24.788863,"新竹市新竹巿光復路一段544巷121~150號","20~25W",33
"1456",22.74,45.892275,1,"14",0,1,1,193933.884297521,121.012006,24.788971,"新竹市新竹巿光復路一段544巷121~150號","15~20W",34
"1457",22.74,45.892275,1,"14",0,1,1,198509.090909091,121.011828,24.789133,"新竹市新竹巿光復路一段544巷121~150號","15~20W",35
"1458",22.74,45.892275,1,"14",0,1,1,207004.958677686,121.011937,24.789025,"新竹市新竹巿光復路一段544巷121~150號","20~25W",36
"1459",22.74,45.892275,1,"14",0,1,1,204826.446280992,121.011789,24.789161,"新竹市新竹巿光復路一段544巷121~150號","20~25W",37
"1460",22.74,45.892275,1,"14",0,1,1,220079.338842975,121.012095,24.788881,"新竹市新竹巿光復路一段544巷121~150號","20~25W",38
"1461",22.39,45.36895,1,"14",0,1,1,187352.066115702,121.011799,24.789151,"新竹市新竹巿光復路一段544巷121~150號","15~20W",39
"1462",22.39,45.36895,1,"14",0,1,1,202783.47107438,121.011799,24.789151,"新竹市新竹巿光復路一段544巷121~150號","20~25W",40
"1463",22.39,45.378025,1,"14",0,1,1,186876.033057851,121.011937,24.789025,"新竹市新竹巿光復路一段544巷121~150號","15~20W",41
"1464",22.39,45.378025,1,"14",0,1,1,188416.52892562,121.011828,24.789124,"新竹市新竹巿光復路一段544巷121~150號","15~20W",42
"1465",22.39,45.378025,1,"14",0,1,1,193927.272727273,121.011908,24.789052,"新竹市新竹巿光復路一段544巷121~150號","15~20W",43
"1466",22.39,45.378025,1,"14",0,1,1,209352.066115702,121.011977,24.788989,"新竹市新竹巿光復路一段544巷121~150號","20~25W",44
"1467",20.99,41.7934,1,"14",0,1,1,217738.842975207,121.011799,24.789151,"新竹市新竹巿光復路一段544巷121~150號","20~25W",45
"1468",20.99,41.7934,1,"14",0,1,1,186631.404958678,121.011997,24.78898,"新竹市新竹巿光復路一段544巷121~150號","15~20W",46
"1469",20.99,41.7934,1,"14",0,1,1,193811.570247934,121.011967,24.788998,"新竹市新竹巿光復路一段544巷121~150號","15~20W",47
"1470",20.99,41.7934,1,"14",0,1,1,190938.842975207,121.011878,24.789079,"新竹市新竹巿光復路一段544巷121~150號","15~20W",48
"1471",20.99,41.7934,1,"14",0,1,1,191897.520661157,121.012006,24.788962,"新竹市新竹巿光復路一段544巷121~150號","15~20W",49
"1472",20.99,41.7934,1,"14",0,1,1,193811.570247934,121.011947,24.789016,"新竹市新竹巿光復路一段544巷121~150號","15~20W",50
"1473",22.74,45.892275,1,"14",0,1,1,197200,121.012086,24.78889,"新竹市新竹巿光復路一段544巷121~150號","15~20W",51
"1480",14.01,53.944825,2,"25",1,1,1,270647.933884298,120.97361,24.804977,"新竹市新竹巿東門街34巷1~30號",">25W",52
"1483",29.18,78.949475,4,"15",2,1,1,139328.925619835,120.951495,24.798543,"新竹市新竹巿經國路三段92巷16弄31~60號","10~15W",53
"1487",12.18,40.3777,19,"12",1,1,1,138690.909090909,120.964207,24.791405,"新竹市新竹巿南大路511~540號","10~15W",54
"1488",18.27,58.173775,20,"11",0,1,1,206277.685950413,120.972502,24.804399,"新竹市新竹巿東門街61~90號","20~25W",55
"1489",27.95,49.852,2,"11",2,1,1,126766.94214876,120.939291,24.797383,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",56
"1490",37.15,63.721625,2,"11",2,1,1,128535.537190083,120.939449,24.797238,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",57
"1491",35.89,57.28745,2,"11",1,1,1,126730.578512397,120.939548,24.797148,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",58
"1492",29.98,52.8165,2,"11",2,1,1,127990.082644628,120.939479,24.797211,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",59
"1493",35.89,57.211825,2,"11",1,1,1,125315.702479339,120.939469,24.79722,"新竹市新竹巿牛埔南路142巷33弄1~30號","10~15W",60
"1495",12.8,34.730025,2,"15",1,1,1,220271.074380165,121.008842,24.7927,"新竹市新竹巿埔頂三路151~180號","20~25W",61
"1498",13.97,34.78145,19,"13",0,1,1,150079.338842975,120.989258,24.803751,"新竹市新竹巿新光路61~90號","15~20W",62
"1500",35.86,81.56005,2,"22",2,1,1,190042.975206612,121.014172,24.786587,"新竹市新竹巿龍山東路271~300號","15~20W",63
"1502",12.93,34.300475,16,"20",0,1,1,137606.611570248,120.967414,24.821742,"新竹市新竹巿武陵路175巷1~30號","10~15W",64
"1504",42.03,74.78405,6,"12",2,1,1,247368.595041322,120.996993,24.802614,"新竹市新竹巿公道五路二段361~390號","20~25W",65
"1505",19.3,62.330125,5,"15",2,1,1,208565.289256198,121.01613,24.784411,"新竹市新竹巿關新路19巷91~120號","20~25W",66
"1507",18.46,66.05995,2,"25",1,1,2,303613.223140496,120.97356,24.805022,"新竹市新竹巿東門街34巷31~60號",">25W",67
"1508",11.81,41.772225,NA,"12",0,1,1,119695.867768595,120.976527,24.811225,"新竹市新竹巿民生路181~210號","10~15W",68
"1515",10.07,36.793075,17,"17",1,1,1,142700.826446281,120.962494,24.797309,"新竹市新竹巿中華路三段31~60號","10~15W",69
"1521",22.6,85.247525,2,"25",2,1,1,234376.859504132,120.973541,24.805049,"新竹市新竹巿東門街34巷1~30號","20~25W",70
"1523",12.41,46.660625,8,"14",1,1,1,158591.73553719,120.959176,24.812341,"新竹市新竹巿竹光路121~150號","15~20W",71
"1524",18.83,45.928575,6,"15",1,1,1,146968.595041322,120.951495,24.799229,"新竹市新竹巿牛埔東路1~30號","10~15W",72
"1525",8.97,26.828725,6,"15",1,1,1,119276.033057851,120.951802,24.799022,"新竹市新竹巿牛埔路121~150號","10~15W",73
"1526",18.83,47.289825,6,"15",1,1,1,145064.462809917,120.951465,24.799256,"新竹市新竹巿牛埔東路1~30號","10~15W",74
"1527",33.86,58.52165,2,"11",2,1,2,126105.785123967,120.939528,24.797166,"新竹市新竹巿牛埔南路142巷33弄31~60號","10~15W",75
"1528",21.2,57.375175,14,"20",0,1,1,139434.710743802,120.968937,24.821273,"新竹市新竹巿武陵路179巷1~30號","10~15W",76
"1529",9.89,30.277225,17,"18",1,1,1,168442.975206612,121.020432,24.782135,"新竹市新竹巿光復路一段241~270號","15~20W",77
"1531",52.6,52.849775,10,"12",1,1,1,115421.487603306,120.96692,24.8173,"新竹市新竹巿武陵路70巷1~30號","10~15W",78
"1532",29.82,61.047525,1,"14",2,1,1,233338.842975207,121.019265,24.784275,"新竹市新竹巿關新東路181~210號","20~25W",79
"1533",29.65,60.866025,1,"14",2,1,1,232191.73553719,121.019413,24.784131,"新竹市新竹巿關新東路181~210號","20~25W",80
"1534",38.71,76.704925,1,"14",2,1,1,247520.661157025,121.019196,24.784329,"新竹市新竹巿關新東路181~210號","20~25W",81
"1535",32.95,67.666225,1,"14",1,1,1,247322.314049587,121.019384,24.784167,"新竹市新竹巿關新東路181~210號","20~25W",82
"1536",32.95,67.666225,1,"14",1,1,1,249560.330578512,121.019433,24.784113,"新竹市新竹巿關新東路181~210號","20~25W",83
"1537",29.49,60.043225,1,"14",1,1,1,242076.033057851,121.019364,24.784176,"新竹市新竹巿關新東路181~210號","20~25W",84
"1538",29.32,59.861725,1,"14",1,1,1,236780.165289256,121.019473,24.784086,"新竹市新竹巿關新東路181~210號","20~25W",85
"1539",39.7,78.713525,1,"14",3,1,1,245285.950413223,121.019433,24.784113,"新竹市新竹巿關新東路181~210號","20~25W",86
"1540",29.82,61.30465,1,"14",2,1,1,254442.975206612,121.019384,24.784167,"新竹市新竹巿關新東路181~210號",">25W",87
"1541",29.49,60.0402,1,"14",1,1,1,253986.776859504,121.019423,24.784122,"新竹市新竹巿關新東路181~210號",">25W",88
"1542",33.44,69.1031,1,"14",2,1,1,250952.066115702,121.019403,24.784149,"新竹市新竹巿關新東路181~210號",">25W",89
"1543",29.49,60.0402,1,"14",1,1,1,233960.330578512,121.019433,24.784113,"新竹市新竹巿關新東路181~210號","20~25W",90
"1544",33.11,68.0988,1,"14",1,1,1,249768.595041322,121.019473,24.784077,"新竹市新竹巿關新東路181~210號","20~25W",91
"1545",29.49,60.043225,1,"14",1,1,1,246833.05785124,121.019235,24.784302,"新竹市新竹巿關新東路181~210號","20~25W",92
"1546",33.11,68.101825,1,"14",1,1,1,264628.099173554,121.019245,24.784293,"新竹市新竹巿關新東路181~210號",">25W",93
"1547",38.88,77.2706,1,"14",3,1,1,264704.132231405,121.019364,24.784185,"新竹市新竹巿關新東路181~210號",">25W",94
"1548",29.49,60.30035,1,"14",1,1,1,258995.041322314,121.019403,24.78414,"新竹市新竹巿關新東路181~210號",">25W",95
"1549",33.28,68.670525,1,"14",2,1,1,262638.016528926,121.019463,24.784086,"新竹市新竹巿關新東路181~210號",">25W",96
"1550",57.33,117.89635,1,"14",2,1,1,224436.363636364,121.019265,24.784266,"新竹市新竹巿關新東路181~210號","20~25W",97
"1551",29.49,60.30035,1,"14",1,1,1,242228.099173554,121.019305,24.78423,"新竹市新竹巿關新東路181~210號","20~25W",98
"1552",33.11,68.101825,1,"14",1,1,1,245821.487603306,121.019186,24.784338,"新竹市新竹巿關新東路181~210號","20~25W",99
"1553",32.29,66.661925,1,"14",1,1,1,245771.900826446,121.019216,24.784311,"新竹市新竹巿關新東路181~210號","20~25W",100
"1554",32.95,67.666225,1,"14",1,1,1,245084.297520661,121.019146,24.784375,"新竹市新竹巿關新東路181~210號","20~25W",101
"1555",32.95,67.666225,1,"14",1,1,1,249732.231404959,121.019295,24.784239,"新竹市新竹巿關新東路181~210號","20~25W",102
"1556",29.49,60.0402,1,"14",1,1,1,229004.958677686,121.019473,24.784077,"新竹市新竹巿關新東路181~210號","20~25W",103
"1557",39.04,77.7062,1,"14",3,1,1,236922.314049587,121.019146,24.784375,"新竹市新竹巿關新東路181~210號","20~25W",104
"1558",33.28,68.670525,1,"14",2,1,1,250581.818181818,121.019305,24.784239,"新竹市新竹巿關新東路181~210號",">25W",105
"1559",29.82,61.047525,1,"14",2,1,1,227391.73553719,121.019117,24.784411,"新竹市新竹巿關新東路181~210號","20~25W",106
"1560",33.28,68.670525,1,"14",2,1,1,237666.115702479,121.019235,24.784293,"新竹市新竹巿關新東路181~210號","20~25W",107
"1561",29.65,60.866025,1,"14",2,1,1,227814.876033058,121.019206,24.784329,"新竹市新竹巿關新東路181~210號","20~25W",108
"1562",29.82,61.30465,1,"14",2,1,1,245960.330578512,121.019225,24.784311,"新竹市新竹巿關新東路181~210號","20~25W",109
"1563",38.71,76.7019,1,"14",2,1,1,240181.818181818,121.019453,24.784095,"新竹市新竹巿關新東路181~210號","20~25W",110
"1564",33.28,68.670525,1,"14",2,1,1,239904.132231405,121.019463,24.784086,"新竹市新竹巿關新東路181~210號","20~25W",111
"1565",16.99,38.632275,4,"14",1,0,1,201904.132231405,121.017535,24.788546,"新竹市新竹巿新莊街181~210號","20~25W",112
"1566",48,55.808225,7,"12",0,1,2,277735.537190083,120.963781,24.794357,"新竹市新竹巿南大路61~90號",">25W",113
"1567",22.39,45.36895,1,"14",0,1,1,193963.636363636,121.012066,24.788908,"新竹市新竹巿光復路一段544巷121~150號","15~20W",114
"1568",14.33,1591.249825,6,"24",0,1,1,12317.3553719008,120.976863,24.809392,"新竹市新竹巿三民路61~90號","<10W",115
"1569",22.39,45.36895,1,"14",0,1,1,200135.537190083,121.011997,24.78898,"新竹市新竹巿光復路一段544巷121~150號","20~25W",116
"1570",22.39,45.36895,1,"14",0,1,1,209395.041322314,121.011888,24.78907,"新竹市新竹巿光復路一段544巷121~150號","20~25W",117
"1571",22.39,45.378025,1,"14",0,1,1,200538.842975207,121.011858,24.789097,"新竹市新竹巿光復路一段544巷121~150號","20~25W",118
"1572",20.99,41.7934,1,"14",0,1,1,199074.380165289,121.011799,24.789151,"新竹市新竹巿光復路一段544巷121~150號","15~20W",119
"1573",22.74,45.8106,1,"14",0,1,1,218290.909090909,121.012026,24.788944,"新竹市新竹巿光復路一段544巷91~120號","20~25W",120
"1574",22.74,45.8106,1,"14",0,1,1,194277.685950413,121.012006,24.788962,"新竹市新竹巿光復路一段544巷91~120號","15~20W",121
"1575",22.74,45.8106,1,"14",0,1,1,204102.479338843,121.011937,24.789034,"新竹市新竹巿光復路一段544巷91~120號","20~25W",122
"1576",22.74,45.8106,1,"14",0,1,1,196023.140495868,121.011947,24.789016,"新竹市新竹巿光復路一段544巷91~120號","15~20W",123
"1577",22.74,45.892275,1,"14",0,1,1,187395.041322314,121.012076,24.788899,"新竹市新竹巿光復路一段121~150號","15~20W",124
"1578",22.39,45.36895,1,"14",0,1,1,189557.024793388,121.011937,24.789025,"新竹市新竹巿光復路一段544巷121~150號","15~20W",125
"1579",16.44,46.200825,14,"22",0,0,1,135279.338842975,120.968888,24.821245,"新竹市新竹巿武陵路181~210號","10~15W",126
"1582",50.26,57.199725,10,"14",0,1,1,141609.917355372,120.96689,24.818708,"新竹市新竹巿武陵路73巷31~60號","10~15W",127
"1583",11.95,33.4807,19,"12",0,0,1,141874.380165289,120.981009,24.802441,"新竹市新竹巿光復路二段511~540號","10~15W",128
"1584",16.87,38.039375,17,"13",0,1,1,122899.173553719,120.953879,24.798345,"新竹市新竹巿經國路三段61~90號","10~15W",129
"1585",14.21,45.396175,23,"12",0,1,1,117851.239669421,120.961644,24.79721,"新竹市新竹巿林森路301~330號","10~15W",130
"1586",18.58,50.17265,5,"14",1,1,1,211269.421487603,121.017267,24.78507,"新竹市新竹巿關新路19巷1~30號","20~25W",131
"1587",15.75,28.5318,6,"11",1,1,2,182935.537190083,121.016783,24.788104,"新竹市新竹巿新莊街185巷31~60號","15~20W",132
"1589",17.66,49.020125,16,"20",0,0,2,128519.008264463,120.967582,24.821516,"新竹市新竹巿武陵路175巷1~30號","10~15W",133
"1654",6.44,22.896225,21,"14",0,1,1,122290.909090909,120.961544,24.800505,"新竹市新竹巿四維路121~150號","10~15W",134
"1655",5.73,20.427825,21,"14",0,1,1,119933.884297521,120.961544,24.800505,"新竹市新竹巿四維路121~150號","10~15W",135
"1672",9.28,28.9311,17,"12",0,1,1,150357.024793388,120.983332,24.809294,"新竹市新竹巿中華路二段1~30號","15~20W",136
"1676",8.22,21.165925,14,"22",0,0,1,160657.851239669,120.968719,24.821408,"新竹市新竹巿武陵路181~210號","15~20W",137
"1677",18.14,64.169325,2,"25",1,1,2,279613.223140496,120.973857,24.804688,"新竹市新竹巿東門街34巷31~60號",">25W",138
"1678",22.28,77.9119,2,"25",1,1,2,240733.884297521,120.973758,24.804778,"新竹市新竹巿東門街34巷31~60號","20~25W",139
"1679",14.32,54.5105,2,"20",1,1,2,278535.537190083,120.97362,24.804905,"新竹市新竹巿東門街34巷1~30號",">25W",140
"1680",18.14,64.169325,2,"25",1,1,2,297712.396694215,120.97356,24.804959,"新竹市新竹巿東門街34巷31~60號",">25W",141
"1681",14.32,55.535975,2,"25",1,1,2,255676.033057851,120.973768,24.804769,"新竹市新竹巿東門街34巷1~30號",">25W",142
"1973",20.64,41.705675,1,"14",0,1,1,193738.842975207,121.012026,24.788899,"新竹市新竹巿光復路一段544巷91~120號","15~20W",143
"1974",22.74,45.8106,1,"14",0,1,1,200826.446280992,121.011937,24.78898,"新竹市新竹巿光復路一段544巷91~120號","20~25W",144
"1975",22.74,45.892275,1,"14",0,1,1,215722.314049587,121.011997,24.788926,"新竹市新竹巿光復路一段544巷121~150號","20~25W",145
"1976",22.39,45.36895,1,"14",0,1,1,207190.082644628,121.012056,24.788863,"新竹市新竹巿光復路一段544巷121~150號","20~25W",146
"1977",22.39,45.378025,1,"14",0,1,1,191722.314049587,121.012026,24.78889,"新竹市新竹巿光復路一段544巷121~150號","15~20W",147
"1978",20.64,41.705675,1,"14",0,1,1,196135.537190083,121.011878,24.789025,"新竹市新竹巿光復路一段544巷91~120號","15~20W",148
"1979",22.74,45.8106,1,"14",0,1,1,192095.867768595,121.011868,24.789034,"新竹市新竹巿光復路一段544巷91~120號","15~20W",149
"1980",22.74,45.892275,1,"14",0,1,1,193933.884297521,121.011749,24.789151,"新竹市新竹巿光復路一段544巷121~150號","15~20W",150
"1981",18.21,46.8391,7,"11",1,1,1,170796.694214876,120.978851,24.813338,"新竹市新竹巿自由路95巷18弄1~30號","15~20W",151
"1982",16.44,46.104025,14,"21",1,1,1,130138.842975207,120.968749,24.821372,"新竹市新竹巿武陵路179巷1~30號","10~15W",152
"1983",8.91,54.48025,6,"29",1,1,1,223018.181818182,120.972175,24.807324,"新竹市新竹巿中央路151~180號","20~25W",153
"1984",16.23,43.538825,8,"12",1,1,1,176866.115702479,120.964835,24.811277,"新竹市新竹巿中正路211~240號","15~20W",154
"1986",19.93,40.9948,2,"11",1,1,1,125626.446280992,120.931066,24.843172,"新竹市新竹巿榮濱路61~90號","10~15W",155
"1987",6.68,27.554725,18,"20",0,1,1,131375.20661157,120.976655,24.814674,"新竹市新竹巿經國路一段511~540號","10~15W",156
"1988",28.01,62.3997,2,"14",2,1,1,128204.958677686,120.949747,24.79345,"新竹市新竹巿中山路640巷481~510號","10~15W",157
"1989",23.29,51.69725,3,"15",1,1,2,205041.32231405,121.017436,24.78916,"新竹市新竹巿埔頂一路451~480號","20~25W",158
"1991",17.59,47.75265,14,"20",0,0,2,144485.950413223,120.969066,24.821598,"新竹市新竹巿武陵路179巷1~30號","10~15W",159
"1992",11.04,22.551375,2,"11",0,1,1,195110.743801653,120.964144,24.80297,"新竹市新竹巿石坊街1~30號","15~20W",160
"1993",12.86,25.352525,2,"11",1,1,1,198337.190082645,120.964105,24.803007,"新竹市新竹巿石坊街1~30號","15~20W",161
"1994",12.86,25.352525,2,"11",1,1,1,231765.289256198,120.964194,24.802925,"新竹市新竹巿石坊街1~30號","20~25W",162
"2019",11.04,22.551375,2,"11",0,1,1,192892.561983471,120.964085,24.803025,"新竹市新竹巿石坊街1~30號","15~20W",163
"2020",10.56,21.5501,2,"11",0,1,1,196750.41322314,120.964164,24.802952,"新竹市新竹巿石坊街1~30號","15~20W",164
"2021",10.95,22.436425,2,"11",0,1,1,193880.991735537,120.964105,24.803007,"新竹市新竹巿石坊街1~30號","15~20W",165
"2022",10.56,21.5501,2,"11",0,1,1,199533.884297521,120.964204,24.802916,"新竹市新竹巿石坊街1~30號","15~20W",166
"2023",10.95,22.436425,2,"11",0,1,1,198337.190082645,120.964036,24.80307,"新竹市新竹巿石坊街1~30號","15~20W",167
"2024",23.52,47.017575,2,"11",1,1,1,195004.958677686,120.964085,24.803025,"新竹市新竹巿石坊街1~30號","15~20W",168
"2025",10.56,21.60455,2,"11",0,1,1,193477.685950413,120.964105,24.803007,"新竹市新竹巿石坊街1~30號","15~20W",169
"2026",10.56,21.60455,2,"11",0,1,1,199031.404958678,120.964046,24.803061,"新竹市新竹巿石坊街1~30號","15~20W",170
"2027",10.95,22.436425,2,"11",0,1,1,209480.991735537,120.964135,24.80298,"新竹市新竹巿石坊街1~30號","20~25W",171
"2028",11.04,22.551375,2,"11",0,1,1,208413.223140496,120.964026,24.803079,"新竹市新竹巿石坊街1~30號","20~25W",172
"2029",10.56,21.60455,2,"11",0,1,1,193014.876033058,120.964174,24.802943,"新竹市新竹巿石坊街1~30號","15~20W",173
"2030",11.04,22.551375,2,"11",0,1,1,223933.884297521,120.964174,24.802943,"新竹市新竹巿石坊街1~30號","20~25W",174
"2031",12.48,24.4662,2,"11",1,1,1,219487.603305785,120.964214,24.802907,"新竹市新竹巿石坊街1~30號","20~25W",175
"2032",12.86,25.352525,2,"11",1,1,1,220624.79338843,120.964164,24.802952,"新竹市新竹巿石坊街1~30號","20~25W",176
"2033",11.04,22.551375,2,"11",0,1,1,226148.760330579,120.964214,24.802907,"新竹市新竹巿石坊街1~30號","20~25W",177
"2034",10.56,21.5501,2,"11",0,1,1,225057.851239669,120.963966,24.803133,"新竹市新竹巿石坊街1~30號","20~25W",178
"2035",12.14,23.858175,2,"11",1,1,1,220608.26446281,120.964065,24.803043,"新竹市新竹巿石坊街1~30號","20~25W",179
"2036",11.04,22.551375,2,"11",0,1,1,215507.438016529,120.964125,24.802989,"新竹市新竹巿石坊街1~30號","20~25W",180
"2037",12.48,24.4662,2,"11",1,1,1,238978.512396694,120.964135,24.80298,"新竹市新竹巿石坊街1~30號","20~25W",181
"2038",10.23,20.942075,2,"11",0,1,1,222039.669421488,120.964174,24.802943,"新竹市新竹巿石坊街1~30號","20~25W",182
"2039",12.86,25.352525,2,"11",1,1,1,227309.090909091,120.964075,24.803034,"新竹市新竹巿石坊街1~30號","20~25W",183
"2040",11.04,22.551375,2,"11",0,1,1,237236.363636364,120.964214,24.802907,"新竹市新竹巿石坊街1~30號","20~25W",184
"2041",12.48,24.4662,2,"11",1,1,1,219487.603305785,120.964224,24.802898,"新竹市新竹巿石坊街1~30號","20~25W",185
"2042",10.23,20.942075,2,"11",0,1,1,224429.752066116,120.964055,24.803052,"新竹市新竹巿石坊街1~30號","20~25W",186
"2046",26.96,77.319,17,"21",2,0,2,232803.305785124,121.000841,24.789928,"新竹市新竹巿大學路31~60號","20~25W",187
"2047",15.32,41.35175,4,"15",1,1,1,152350.41322314,120.951763,24.798236,"新竹市新竹巿經國路三段92巷16弄1~30號","15~20W",188
"2048",11.18,34.064525,21,"12",1,1,2,126231.404958678,120.961693,24.796487,"新竹市新竹巿中華路三段61~90號","10~15W",189
"2049",29.03,43.2817,14,"12",1,1,2,200545.454545455,120.996785,24.801007,"新竹市新竹巿建中路31~60號","20~25W",190
"2117",20.97,58.0437,16,"22",1,1,2,115424.79338843,120.967602,24.821498,"新竹市新竹巿武陵路151~180號","10~15W",191
"2188",26.53,61.7463,2,"24",0,1,1,280178.512396694,121.020215,24.787119,"新竹市新竹巿關新路181~210號",">25W",192
"2206",15.25,38.825875,5,"15",1,1,1,195745.454545455,121.016951,24.78842,"新竹市新竹巿新莊街185巷61~90號","15~20W",193
"2207",17.01,36.0822,20,"12",0,1,2,160743.801652893,121.024506,24.780853,"新竹市新竹巿光復路一段71巷1~30號","15~20W",194
"2208",38.33,86.136875,2,"24",2,1,2,203163.636363636,121.014063,24.786632,"新竹市新竹巿龍山東路271~300號","20~25W",195
"2209",38.33,86.136875,2,"24",2,1,2,203163.636363636,121.014152,24.786542,"新竹市新竹巿龍山東路271~300號","20~25W",196
"2210",14.68,63.044025,11,"13",1,1,1,195894.214876033,120.980622,24.812995,"新竹市新竹巿中央路355巷1~30號","15~20W",197
"2211",18.83,46.454925,6,"15",1,1,1,148099.173553719,120.951743,24.799003,"新竹市新竹巿牛埔東路1~30號","10~15W",198
"2212",17.81,49.27725,4,"14",2,1,1,192786.776859504,121.017495,24.788582,"新竹市新竹巿新莊街211~240號","15~20W",199
"2213",15.38,93.330325,6,"29",2,1,1,187507.438016529,120.972264,24.807234,"新竹市新竹巿中央路151~180號","15~20W",200
"2214",20.97,56.3981,16,"20",1,1,1,146813.223140496,120.967255,24.821814,"新竹市新竹巿武陵路175巷1~30號","10~15W",201
"2215",19.43,42.3137,7,"13",1,1,2,155990.082644628,120.955559,24.80407,"新竹市新竹巿經國路二段511~540號","15~20W",202
